,T,P,FDR,HOLM
CD58,4.49715568820797,6.886855998880921e-06,6.170238917121575e-05,0.08650579820194325
SLIT2,3.0265859760140814,0.002473324721975904,0.0092974913372229,1.0
CTDSPL,-0.02441251543370763,0.9805235654290343,0.9915343800898138,1.0
WDSUB1,-4.999456134043331,5.749224967204478e-07,6.900046059960688e-06,0.007451570479993723
LRRC41,-0.7296594470697837,0.46559837509523616,0.5953359706155782,1.0
WWC1,0.8699152612015395,0.3843467147239017,0.5182046397831892,1.0
LMNB2,-2.218160684774529,0.02654387832620074,0.06506195419137067,1.0
PPWD1,-1.6842815595819802,0.09212726745900585,0.1753776217237024,1.0
TMEM42,-0.135158687588375,0.8924864098314736,0.9330749731714394,1.0
COL19A1,-1.4623424623738681,0.14364738799220345,0.248822196941163,1.0
CHST5,0.014618051113159194,0.9883368980856188,0.9963710114899086,1.0
UCP2,-1.6827468571524906,0.0924241066556366,0.1757960473425791,1.0
NAV3,-4.239740201854518,2.2377862526706138e-05,0.0001685552586055255,0.27439735030247064
TMEM151A,3.522582052955834,0.0004273647272971633,0.002123008613677897,1.0
EFNA2,0.6327093372613594,0.5269234712418557,0.6490248393692435,1.0
PPP5C,1.8017711629100983,0.0715814165166182,0.14310210219343159,1.0
RC3H1,-0.5638691529290214,0.5728431847050461,0.6882686279731404,1.0
CEP63,2.9593590356131703,0.0030827970397728716,0.011141253718892857,1.0
NUP85,-1.3559314415302626,0.17512098253355923,0.28930362830795286,1.0
KCNK17,0.2482666486701032,0.8039281018303805,0.8705526580635662,1.0
SF3A1,0.7030409301427868,0.48203024238306147,0.6099634808545321,1.0
CXCR5,0.34372237277744294,0.7310550841746704,0.8158870208447655,1.0
ARAP3,-5.220408665739447,1.785287367657132e-07,2.426960846532359e-06,0.002338547922894077
ZNF180,-4.168772234412344,3.0624482862081906e-05,0.0002208611665053983,0.37297557677729554
VPS52,1.3668650075676578,0.17166762192769525,0.2849638181065816,1.0
PPFIBP2,2.8350705744118243,0.004581556329402273,0.015398908259238883,1.0
LOC100294145,0.4998910849860136,0.6171517699400214,0.7252944075986719,1.0
RRAD,0.603147374165168,0.5464106532460915,0.6656172510419819,1.0
SECTM1,-5.004645977461984,5.596478816103799e-07,6.745355285769438e-06,0.007256394432960186
NRP1,11.6039115629853,3.9366455248206104e-31,1.4646393271029944e-28,5.551063854549543e-27
C1QTNF1,2.9852022095157706,0.0028339091940446973,0.010393205754968594,1.0
ZNF239,-0.5115057028545061,0.6089969961489063,0.7182181791419117,1.0
AAGAB,2.071747223716028,0.03828902082924957,0.08697110861502662,1.0
NMT2,-4.325827078802143,1.5196060010909895e-05,0.00012042707199228929,0.18774732143479175
CACNA1C,-9.71686719733,2.5552214860800135e-22,3.5073515893397313e-20,3.586508877861907e-18
ZNF136,-4.379857475577514,1.187569560380962e-05,9.830127895003537e-05,0.1476267720509574
APRT,2.546391831643701,0.010884293821697715,0.0315850053471187,1.0
PHKA1,-0.4815188167022994,0.6301478095358567,0.7364660437478666,1.0
CYB5R3,2.1828924121971838,0.029043733956509842,0.06975035003858267,1.0
LDLRAP1,3.1815160376591813,0.0014650641107567719,0.0059537442937278645,1.0
KRTAP5-7,0.2034873651434627,0.8387541202550014,0.8956180673190776,1.0
LRP10,3.2431294038966576,0.0011822450205785078,0.00498496275005635,1.0
ZFYVE20,-0.01748651916478935,0.9860484873516132,0.9945604276362351,1.0
CCDC42,-0.20977695006677813,0.8338417639603566,0.8924189900735444,1.0
PSMC1,3.9946595689391757,6.478727570849e-05,0.0004209625255941152,0.7751149665763744
COX8C,1.3684660170914305,0.17116625214144277,0.28463284789175697,1.0
FMO3,-0.1314711271670487,0.895402625481738,0.9351892329454939,1.0
CCDC124,2.4506897535681915,0.0142582788103977,0.03931803117249906,1.0
ZBTB34,-2.489021261016226,0.012809530521479859,0.036040028360732786,1.0
GXYLT2,3.974397873756209,7.05575290210316e-05,0.0004517854824725293,0.841821878749928
PRLR,-1.2656898967962682,0.2056241268729232,0.32719346153397727,1.0
APEX1,1.8568911764860734,0.06332663816621713,0.1300191708385097,1.0
MGST3,6.193912274430539,5.868889976346715e-10,1.3760259782021533e-08,7.944129471982913e-06
OPN3,-1.6580163598947049,0.0973141643132635,0.1832726328840974,1.0
NLRP4,2.5149458583521698,0.011905066462183396,0.03399592600330213,1.0
LIPT2,0.49089898611651756,0.6234978941939217,0.7306874360173794,1.0
ARHGEF33,-4.808142414998328,1.523392273243089e-06,1.6328824836323572e-05,0.0195298889429764
SRD5A2,-0.6008950530617531,0.5479098883206857,0.6668115693447408,1.0
PXMP4,0.7766683237005088,0.4373544800385657,0.5682151845970632,1.0
HOXA4,0.9432474571788448,0.34555434437704524,0.47910633723670354,1.0
TBCA,1.3577769153263874,0.17453448206938615,0.288537009763445,1.0
DPP10,-0.5425604363504367,0.5874324854136276,0.7009131976350634,1.0
NDUFAF1,3.3202597193081576,0.0008993373889372543,0.003984591665557789,1.0
EXD3,-3.55545703503269,0.00037732260489044056,0.001910668691955963,1.0
DDX26B,-1.9690681832051264,0.048945261889905826,0.10583021784622682,1.0
ANO1,0.6697173014848136,0.503038020287756,0.6286530125367537,1.0
SNAI2,0.1114431917457146,0.9112649112913406,0.945022482609879,1.0
CTSZ,9.533967946415006,1.513837809480057e-21,1.8450550819335383e-19,2.122854760233884e-17
LOC100134317,-2.154535548451146,0.03119819729390837,0.07382093947134336,1.0
RRAGD,-1.7742669423956252,0.07601900588088605,0.15012665248553805,1.0
ST3GAL3,1.271281351974565,0.2036285740373157,0.32500573264163124,1.0
GOLGB1,-2.8501949860483466,0.004369243467172846,0.01481706983422636,1.0
LY6G5B,-3.9097060245442545,9.240851223671206e-05,0.0005700137635264551,1.0
DAD1,3.588714467432168,0.0003323125565773855,0.001715310304816019,1.0
PCOLCE2,-1.6709107291183014,0.0947393119738699,0.17926797959520588,1.0
ZNF763,1.362482122339175,0.17304578237898505,0.2867129112005263,1.0
CD8A,0.4769775154997951,0.6333781326337062,0.7390195625299446,1.0
CNIH3,5.236703914992721,1.634696172946672e-07,2.2459994648318803e-06,0.002143086682733087
C1orf158,-2.4103107542923325,0.015938937959811196,0.04304587760253434,1.0
KIAA0040,2.073987502646823,0.03808047153347333,0.08665406511190181,1.0
KLHL2,-1.1000516744104127,0.27130960776704327,0.4026637869630965,1.0
DNAJC25,3.0243684851234063,0.0024915277087266133,0.009360940405521356,1.0
PPFIA3,-0.5794794553769697,0.5622657051915384,0.6796607848835474,1.0
SMARCA2,-1.361529931645824,0.1733462811889398,0.2871098551369764,1.0
RPA3,3.342302241399135,0.000830865364641488,0.003733876200032218,1.0
COG4,2.320359868519629,0.020321417943179515,0.05236089062888135,1.0
PERP,4.053071517816792,5.0549540804019995e-05,0.00033983328953268407,0.6084142731171847
TG,7.995840164854475,1.2869324488300068e-15,7.581104567316098e-14,1.7887074106288266e-11
PLBD2,1.743817022999389,0.08119100115334954,0.15841107402250335,1.0
MDK,3.425997357441179,0.000612546341631042,0.0028819235201263467,1.0
C9orf3,-0.4359340500981651,0.6628845795369964,0.7633105795390032,1.0
AMPD3,2.96621386599391,0.003014907569401227,0.010949078658154263,1.0
KDELR1,0.648073383516829,0.5169374881464301,0.6404467793287176,1.0
DHRS11,-0.9258558266631637,0.35452091020156096,0.488393833013375,1.0
AP4M1,1.484832582587085,0.13758817844952256,0.2407250835224434,1.0
MEX3B,-1.6656682388461639,0.09577951136436898,0.18082622216584587,1.0
DUSP14,-1.1671447806060273,0.24315190624289684,0.3709304588447304,1.0
ARMC7,0.20006388319837148,0.8414306193250186,0.8972805925491865,1.0
ZDHHC14,-3.390594004368471,0.0006974133211610397,0.003220127215733109,1.0
SETD2,-2.1956090772315338,0.028119935976559433,0.06806362863150099,1.0
PGAP2,2.1092438683098917,0.03492353713055521,0.08073070110395512,1.0
IER3,1.431501433469383,0.1522865564426468,0.2607517663783626,1.0
ARNT,-3.113951508844374,0.0018459982590023835,0.0072496453849376944,1.0
ZNF775,0.9446126436174095,0.34485666967432016,0.47889044257494734,1.0
TIRAP,4.0102778670501955,6.064733344790335e-05,0.0003976957329714553,0.7267369967062259
YIF1A,-1.1120363091716488,0.2661225391664318,0.39675634912316915,1.0
UNC80,-3.1970662567999044,0.0013883303290447935,0.00569263752669237,1.0
SMAP1,3.8594320839626985,0.00011365083627935308,0.0006840338541155785,1.0
PSAT1,1.8737208480579541,0.06096891087940629,0.12598340573122568,1.0
TP63,-1.4738150145896352,0.14053140456200253,0.24447311402702002,1.0
TWISTNB,0.5641235363761257,0.5726700611604814,0.6881190994974405,1.0
TCF25,1.7634196684302406,0.07782973495122271,0.1530398877246713,1.0
NGB,-4.490287712087962,7.112703282431784e-06,6.340441299307727e-05,0.08928576430436619
PFN1,5.064794402435537,4.088413521726052e-07,5.101676113871397e-06,0.005317390626356903
ABLIM3,1.6177303125071012,0.10572073038566626,0.19535742859659516,1.0
ZDHHC13,0.4511956527208289,0.6518485425842235,0.7545765154472968,1.0
LYPD6B,-1.6675783924065797,0.09539945058127325,0.18024287482534293,1.0
DUS4L,-3.088813002159658,0.002009578836604998,0.007781820211427407,1.0
FBXL21,0.7556391018447101,0.44986560529197916,0.5799398128583936,1.0
MYOZ1,-2.193288334867725,0.028286611565131015,0.0683968042257264,1.0
DENND5B,0.834322001852131,0.4040995567950004,0.5370015540903954,1.0
ST7,-2.689650308668051,0.007152692736668643,0.02239255312467256,1.0
ZNF45,-0.8015881493038935,0.4227912349622762,0.5550067297954189,1.0
SOS1,3.5403609327320984,0.00039958015894625494,0.0020061307838004803,1.0
WDR59,-1.6221491368015872,0.10477141929293504,0.1939835419019795,1.0
NACC2,2.1139346512144215,0.03452084915994906,0.08011420968866707,1.0
RNMTL1,1.6456316619861928,0.09983961638076384,0.18688368812276435,1.0
C19orf33,2.61533434978782,0.008914014838430096,0.026894225733189222,1.0
ELOVL5,1.920085002199803,0.054847163390484066,0.11594336064812555,1.0
ANGPTL1,1.7757593876033124,0.07577258422626304,0.14982836304767927,1.0
C11orf96,2.1099318702249703,0.03486422464411231,0.08065953330362623,1.0
SNX7,-1.8689769000916723,0.061626028258349404,0.12709975018476205,1.0
HELZ,-3.844531632225407,0.00012078290508438294,0.0007205184439168801,1.0
CCDC86,2.658486017153885,0.00784926076965659,0.024187630505973164,1.0
HPD,-1.3129790657319795,0.18919000238843098,0.30673947864307766,1.0
KLHDC7B,0.855643592830548,0.3921949495800934,0.5260770585543985,1.0
FCGBP,2.9301862353590744,0.0033875891019577854,0.012076080363963482,1.0
TTLL6,-0.1891866026473003,0.8499465675948303,0.9024567745776447,1.0
CLEC11A,7.972359856255975,1.5567272367295932e-15,9.020085931509422e-14,2.1630724954357698e-11
POPDC2,-1.0288171690193852,0.3035655972445638,0.4364931828905824,1.0
PTGDS,2.3510497120504605,0.018720532588471943,0.048958729140920525,1.0
AGBL1,-4.278800813887372,1.8790291846168e-05,0.0001449302488385833,0.2312333314589434
FGFR1OP,-1.190031685087587,0.23403393874256018,0.36074703728110724,1.0
ATP8A2,0.9214006340793761,0.35684129784766483,0.490331642430779,1.0
APH1B,1.833639401197776,0.06670753941204732,0.13538776804586922,1.0
BCAR1,-2.6846104815994662,0.007261437922340501,0.02266273936998896,1.0
TUBA8,-1.602121303226092,0.10912878801662758,0.2004238509975423,1.0
CADPS2,0.2077929516760325,0.835390636248946,0.89333278990149,1.0
TGOLN2,0.2825500676241092,0.7775217613384366,0.8511085216722237,1.0
PHYH,-0.5926756359649008,0.5533982497974219,0.6714103197147474,1.0
AVL9,-2.6771559501873057,0.007425006597574126,0.023076443894592878,1.0
AK4,1.0267304255539007,0.3045474183790665,0.43748414533935,1.0
SEPHS2,-2.523252554628881,0.011627485995929486,0.033385336517150914,1.0
BTN3A2,4.939264825327025,7.841765442484338e-07,9.087449166052752e-06,0.010130776775145517
CBS,7.3873407326178135,1.4979438991405192e-13,6.52189577074041e-12,2.0694094966626274e-09
CMPK2,-2.994786166863173,0.0027463730062816712,0.010129982145267485,1.0
TPM1,-0.06329351476190018,0.949532779881068,0.9703432024939638,1.0
STK31,-4.2475133028944265,2.1615633396400927e-05,0.00016377375399695407,0.26528866867402856
PCDHB9,3.5839444615617406,0.0003384440797246784,0.0017425063361789887,1.0
B4GALNT4,-1.2521741577440844,0.21050641035332784,0.3330878152854336,1.0
ZNF345,-3.418040011294669,0.0006307383389641606,0.0029517969666584916,1.0
PMS1,-2.175444555957696,0.029596818674919045,0.07075411268616934,1.0
DBNL,2.7357538943936968,0.006223755349164673,0.019943665713166397,1.0
SIGIRR,4.111704388361786,3.9274896809032327e-05,0.00027272519208551034,0.47534407607971824
FLJ10038,-5.480678597564231,4.236975654332906e-08,6.604450033181766e-07,0.0005606366185813301
VCX,-6.452362553929374,1.1011974354462558e-10,3.017195608980458e-09,1.5001612663084343e-06
KIAA1751,-0.14643848814383748,0.8835752456367021,0.9263616479652721,1.0
CALCRL,-3.234141419509139,0.0012200902456306639,0.005117083914282656,1.0
PSCA,-1.4134218699053889,0.15753171895441231,0.2674010616613616,1.0
ERI1,0.5346910977723954,0.5928634783185229,0.7054880781472331,1.0
UBOX5,-1.005112378789019,0.3148427400839324,0.44824083926816993,1.0
ZCCHC16,5.0888891276856665,3.6016709959418036e-07,4.546466476841537e-06,0.004689015469616634
PALM,-1.93693587720158,0.05275318217006329,0.1122722398796259,1.0
SLC2A10,0.801249173972135,0.4229874085751427,0.5551096242862126,1.0
NAGK,2.2106943550418836,0.027057009707982263,0.06606770349766032,1.0
MITF,2.327648213458464,0.01993079109007721,0.051542257990033216,1.0
NPY,4.663950277320685,3.101963628155811e-06,3.0518832132823146e-05,0.03940114200483511
FAM96A,2.026999539700398,0.042662459749377844,0.09495877478484653,1.0
NSMCE4A,-0.31816226153458427,0.7503618574339528,0.8305877145649486,1.0
CPM,2.699119174060958,0.0069523275102503215,0.021852380244535136,1.0
TICAM1,-0.5325292761634505,0.5943594707135741,0.7065546285166494,1.0
PDZRN3,-12.645099226379747,1.190741200251195e-36,7.014457953813081e-34,1.6807312041545617e-32
NEK8,0.2415871402253106,0.8091000875861613,0.8744787889529201,1.0
TECR,2.8928354127013822,0.0038178130036062414,0.013334051443919229,1.0
MYO5B,4.862551256189828,1.158823581016468e-06,1.2910518351781577e-05,0.014914059487681942
MRPS30,0.2282920060470337,0.8194192387426462,0.8825955506127939,1.0
BNIP3L,1.309067403590368,0.19051151966512447,0.308422290739211,1.0
ARL5A,-0.9839186951692127,0.32515549077290984,0.4590836607962256,1.0
ZNF219,5.56149126206373,2.674790741310082e-08,4.376874016278002e-07,0.00035507847090891336
PADI1,-1.7811485748495175,0.07488818210596813,0.1484665371120454,1.0
PRAM1,1.002830227752337,0.31594278157202094,0.4495322376183553,1.0
RHBDL1,-1.6179267308443894,0.105678388752154,0.19533024711438793,1.0
CTSB,1.1433199556572435,0.25290577253735635,0.3816416505720454,1.0
PQLC3,-0.3847369860769941,0.7004322896358857,0.7928512178440474,1.0
C12orf71,-0.9706449137013832,0.3317251320201442,0.46577911575139525,1.0
C7orf43,1.0168096484685119,0.30924399130017666,0.44236587848692327,1.0
SPEN,-3.218913823022237,0.0012867715046389248,0.005347081539929354,1.0
ZNF853,1.7055461088908017,0.08809262046568653,0.16908138313112628,1.0
ABHD4,1.8536468454194537,0.06378970094301965,0.13059061568670893,1.0
AKAP9,-3.7739146112700164,0.00016070578564621535,0.0009224760038433587,1.0
KRTAP11-1,0.0,1.0,1.0,1.0
EID3,1.3674420968058145,0.17148677496653042,0.28487077805497385,1.0
NWD1,1.7092632976767632,0.08740218859696924,0.16810747273948762,1.0
LTBP1,2.240210276101017,0.025077274850286078,0.06221135494531401,1.0
DRD1,-3.3552069297356812,0.000793056376959874,0.0035879139383867835,1.0
ACTR10,0.6276272186810815,0.5302481737114737,0.6519958844958093,1.0
GNPDA2,0.6143579960737341,0.5389787859241277,0.6593477611313765,1.0
TXNL1,3.1107643456036405,0.0018660379112744425,0.007314123645577507,1.0
POLE4,3.986861059719711,6.695320693308775e-05,0.0004334177837087888,0.8004255888850641
USP8,2.4626823812595187,0.013790201729247309,0.03827363016256349,1.0
TMEM176A,1.2595858606216879,0.20781879882691912,0.32972435122824584,1.0
IKBKE,-0.27035574530562034,0.7868865828811001,0.8581024067858772,1.0
B3GNT2,0.90065180044411,0.3677734834702737,0.5016964019010739,1.0
CLEC4M,2.940185433428529,0.0032801587652508597,0.011767288663566772,1.0
PAPSS2,-4.2771728737523285,1.8928181105260707e-05,0.00014583467273361083,0.23289234031912776
GLRX5,1.928136870602815,0.053838103936409636,0.1141516366906058,1.0
MTO1,3.1269441727257834,0.001766334648721069,0.006969701162048138,1.0
PTDSS1,0.10821235776116445,0.9138272424450983,0.9468442325898717,1.0
CLIP3,-3.7713339703736475,0.0001623771802264429,0.0009305588058538508,1.0
BIN2,1.8311536208523218,0.06707761699936629,0.13594371403914,1.0
BMP15,0.0,1.0,1.0,1.0
TEAD1,-1.0245088637163624,0.30559498640218274,0.438383839915189,1.0
ST13,0.7791393365495299,0.43589764035490364,0.5667390876712919,1.0
MAP6D1,-0.23198854459583348,0.8165469112061674,0.8803736925671315,1.0
CXorf40A,-1.6725258670245982,0.09442067149833014,0.17879981966828176,1.0
RASD2,-4.022547836989915,5.757195626717607e-05,0.00038062978794164596,0.69092104716238
DYNC1H1,1.8879581838484356,0.05903156442125107,0.12284195728402232,1.0
FAM46C,-2.1559748516371346,0.0310856289149274,0.07361618452248636,1.0
SNN,3.9173055032316024,8.954423987439584e-05,0.0005545231990119179,1.0
MAP2,3.165901549974629,0.001546031098741293,0.006228627758715996,1.0
OXCT1,-1.2573549652787088,0.20862512888598028,0.33070371542563937,1.0
SLC45A3,2.9556348070680594,0.003120263049393378,0.011256514159817193,1.0
LILRA1,1.4014985854242472,0.16106503026335217,0.2716411606495607,1.0
KCNQ5,3.030197299104218,0.002443940301341546,0.009211524388260936,1.0
FH,2.7590427367873134,0.005797095314161673,0.01878508676406549,1.0
EFEMP2,0.885891236577533,0.37567613888029183,0.5096247602657423,1.0
POMGNT1,0.45109425948878923,0.6519216148654505,0.7545765154472968,1.0
RPS6KB1,0.9764345734172489,0.3288491554960712,0.462798064941614,1.0
CCDC51,4.190183569545058,2.7872886705167424e-05,0.000204073988730014,0.3402722008966839
FAAH2,-5.879137008248692,4.1241091988898255e-09,8.189137058132634e-08,5.5374414213493687e-05
OR2G2,0.0,1.0,1.0,1.0
TNN,-1.084584476126822,0.2781057336428021,0.4095980749311546,1.0
TK1,-0.7308223127267452,0.4648876928756529,0.5946423778047571,1.0
SPPL2A,1.169609323356841,0.24215822363809536,0.3699624990053374,1.0
NECAB2,-4.744002416535673,2.0953634672597075e-06,2.160776710438931e-05,0.026753600749971945
SAMD7,-0.5643363565460615,0.5725252430613217,0.6880035602550757,1.0
LARP1,0.6841360574199088,0.49388925486102353,0.6210625531642044,1.0
ZNF821,-2.32386188194656,0.02013289781532436,0.05196985746084642,1.0
ZNF320,0.29575220678264097,0.7674193243970693,0.843280965416863,1.0
ATP6V1C1,-0.5716609363032427,0.5675517039366653,0.6834210024918299,1.0
IDE,-1.9376556774660003,0.05266524478697834,0.11210196187869614,1.0
UBN1,-1.1294846533768794,0.2586934398863314,0.38821864484799423,1.0
C21orf33,1.9771414174335562,0.04802564727953087,0.1043310696432095,1.0
TNFRSF11B,0.045074598769515174,0.964047848083852,0.9801573039303136,1.0
MOCS3,-2.1837149139401455,0.02898320318155228,0.0696641493676957,1.0
ATP9B,-0.04313640634531237,0.9655927982301971,0.9812777322492537,1.0
COMMD8,2.57384520561647,0.010057525928392366,0.029580466314876486,1.0
GPM6A,-5.785781882503948,7.21758174813511e-09,1.3391360991487425e-07,9.654959104480336e-05
MMD2,2.102373634326574,0.0355205589113698,0.081883199394904,1.0
DNAJB9,4.474722979125181,7.651044441290397e-06,6.767749181603626e-05,0.09595939938266415
ROM1,3.815816145787837,0.00013573354497588915,0.000796559003326562,1.0
GPR21,1.5772603730520185,0.11473562640945642,0.20841992627224654,1.0
ZNF436,-4.140026449241694,3.4726577975817806e-05,0.00024499219532041525,0.4214070237365491
C1QTNF6,-0.16648769033265087,0.8677731696740281,0.9144997572546119,1.0
ACRV1,-1.6731263504062914,0.09430242516177398,0.17865725832739685,1.0
SPTB,-0.9849951831731136,0.32462643699489513,0.4584983582651176,1.0
APCDD1,0.7485782940396781,0.4541114188967301,0.5845604334300255,1.0
PLEKHA6,-1.5352114958760443,0.12473188543522551,0.22285598335438117,1.0
CALCR,0.33513224552224546,0.7375253295191794,0.8208402037898259,1.0
FBXL5,-0.94336606690712,0.345493693546294,0.47910633723670354,1.0
MORC1,1.1949267777088737,0.23211563964360904,0.3584544962622987,1.0
APOE,-1.175238264771251,0.23989940542028942,0.36727353275145513,1.0
PKN2,-1.4088031382354749,0.15889338695046584,0.26925982316980535,1.0
CEPT1,-0.7103200318812939,0.4775057003762284,0.6065021643984473,1.0
CIB1,2.41576373476326,0.015702246398527474,0.04259369907566797,1.0
TMTC1,8.872005674686514,7.184011950136352e-19,6.63840267653776e-17,1.0047559113460701e-14
KCTD15,-0.4164876822885401,0.6770531789822396,0.7741224642409086,1.0
ANKRD6,-1.973828028276393,0.04840130067175488,0.10498582216895835,1.0
CUX1,-3.44499748876236,0.000571064697109912,0.0027340713470165715,1.0
ASB7,-2.0779588836175553,0.03771314630461645,0.08598427067483752,1.0
MTA1,-3.7873607158596445,0.00015225598426992483,0.0008800470587114461,1.0
PHRF1,-0.9597870775657238,0.33716238733716586,0.47135388432441916,1.0
EXPH5,-9.100033662331397,9.030383648909722e-20,9.251562610745338e-18,1.2643440146838502e-15
C19orf26,0.24950305960123526,0.8029716745075294,0.8700754417027894,1.0
ARMC10,-0.8528228198817289,0.39375756710391374,0.5273913328166759,1.0
NARS2,2.147537862992741,0.03175048621512546,0.0749271196977873,1.0
UCKL1,3.3356850737144295,0.000850894952154376,0.003808152210686473,1.0
ACTR3,2.5086227148967457,0.012120286101784823,0.034485128779841785,1.0
TRAPPC2P1,1.5776642568632362,0.11464276183711007,0.20830476376469118,1.0
PRMT6,0.41811886141022003,0.6758602153166882,0.7733963354226902,1.0
RBMXL1,1.184644907954769,0.2361578733153702,0.36311038748588403,1.0
SVOP,2.444874501895295,0.01449025537509573,0.03981792623772661,1.0
ZNF624,-2.4136097766114837,0.01579536890931425,0.04276425232475772,1.0
C12orf66,1.7314450038198215,0.08337242578023354,0.1618199448156911,1.0
ACACA,2.188920077966164,0.028602649476104487,0.06898400857952323,1.0
VAC14,1.8910079162992774,0.058623287493014174,0.122208203859663,1.0
CA5B,2.024547220969168,0.04291387848228448,0.09533570301422659,1.0
NAA25,-0.5745489167633951,0.5655964086169569,0.6819959083178283,1.0
LOC391322,-2.415585971979018,0.015709913327525547,0.042604218199082805,1.0
FIBIN,2.682936595892485,0.007297882480131737,0.022761408008846788,1.0
RIMKLB,0.8058528822875901,0.4203276819597933,0.5525423307808051,1.0
TSPAN12,2.3202397246070037,0.02032791275302826,0.05236808135975101,1.0
KCNH5,1.744873996874747,0.08100680460534856,0.15812152471495483,1.0
GPR111,-0.9267052232601846,0.3540796048472853,0.4879120324883937,1.0
ZNF546,-0.8570110667664197,0.3914387685138485,0.5253363133857136,1.0
RPP25,0.7876430305676249,0.43090553732609094,0.5621613441650155,1.0
MLC1,-0.39831099798972736,0.6904009545266068,0.7848897310306503,1.0
BLID,2.2261279912435517,0.026005609512416945,0.06394214039766101,1.0
ALKBH7,3.694155856064921,0.00022061846075082444,0.0012109041838257836,1.0
CCDC152,-6.222316094764632,4.898688308926901e-10,1.1659537931247226e-08,6.6352733144414865e-06
MRFAP1L1,-0.6499091618504915,0.5157508997669408,0.6395654960885018,1.0
SNX12,0.5365337520982124,0.5915897155726317,0.7044755906199013,1.0
POLR2D,2.2761486859626796,0.022837111958159045,0.057626931408168595,1.0
MFSD9,0.6007400590223211,0.5480131332830296,0.6668798139400475,1.0
MRPL46,3.2811357837278097,0.00103389957981052,0.004468747251409701,1.0
GTF3C3,0.5859139914472309,0.557933314484772,0.6758684945750756,1.0
NPM3,-1.2636526479070933,0.20635472798054,0.32815210990823857,1.0
ADAMTSL1,-3.364573084353034,0.0007666217778876689,0.003487290442656326,1.0
MOCS1,3.6694823877189524,0.00024304208083268956,0.0013181002836526604,1.0
ERICH1,10.408985710902991,2.256125621361564e-25,4.252947204641305e-23,3.1730150738829034e-21
SKA1,0.49055340740353764,0.6237423471750334,0.7309133281691357,1.0
ZNF799,2.0053415980241986,0.04492654060763676,0.09905979898795517,1.0
LMAN1L,-1.2133111701965689,0.2250108738204485,0.35054586601360893,1.0
MAGED2,3.7588353744834593,0.00017070610774979147,0.0009715953910493365,1.0
DTWD2,-2.7476988025446833,0.0060015113049428585,0.019341091139567387,1.0
LEMD1,-0.8092795942126462,0.41835434096727686,0.550665084498218,1.0
CAMK2G,2.786449289775416,0.005328895507258762,0.017517919460311136,1.0
HSF4,-2.7633783574069564,0.005720641101310205,0.01859429662446985,1.0
GJC2,4.912354536996247,8.998914198681399e-07,1.0235450437727886e-05,0.011604999750619531
ADAM29,1.3862379235047402,0.16567426499805404,0.2774911454261922,1.0
PLD2,-0.5280448582217293,0.5974682015958195,0.708815334214645,1.0
PTPRG,-2.1877862709686258,0.028685174396722822,0.06912408311247098,1.0
DERA,1.5800838076478325,0.11408767499023907,0.2076163662005406,1.0
RAB12,-3.0924511785629156,0.0019851088372305945,0.007703944205535588,1.0
TDRKH,1.914075209299747,0.05561054662237008,0.11720660526939002,1.0
PI4KAP2,-1.4188058256887555,0.15595563379302738,0.2653629498815527,1.0
HOPX,-4.177979054719372,2.94110731741767e-05,0.00021345675181545697,0.35855039306638814
DLGAP3,-2.9009649452715904,0.003720154924842807,0.013080216445517932,1.0
CATSPER1,-1.8865403272754815,0.05922217939327011,0.12307558022373259,1.0
LPAR1,1.311951055725227,0.1895366492568541,0.3071958210699763,1.0
PEX10,4.43757519555301,9.097794406829126e-06,7.84774968418244e-05,0.11372243008536408
MARCKSL1,2.452029411261028,0.01420530505933034,0.03921019190332143,1.0
C10orf90,3.5666440715622096,0.0003615820582666518,0.0018415155402643816,1.0
SDHAF1,-0.11015514353900462,0.9122863359795114,0.9456634810527408,1.0
MRPL30,1.2118273830281514,0.22557846395329406,0.3511205904846055,1.0
PASK,-0.5523547596148356,0.5807053198093712,0.6948215818775296,1.0
SCNN1G,-1.0196163491852437,0.3079104480798678,0.4408342192357641,1.0
SPINK2,-8.180019440156373,2.8379808425573286e-16,1.874923979068949e-14,3.95188832326108e-12
SRRM1,-1.4303320607217762,0.15262173724989478,0.26119914311088394,1.0
C10orf137,-2.7181458939913323,0.0065648883981181076,0.020838435602288683,1.0
JAM2,-1.82204806561239,0.06844769283376949,0.13817008708595682,1.0
GNGT2,4.408745505401286,1.0397111410708242e-05,8.770546606479304e-05,0.1295791995116568
ZNF343,-1.167417996868929,0.24304160674416952,0.3708712613220797,1.0
SLC4A11,1.551682042037347,0.12073832165182115,0.2170808089487246,1.0
MST4,4.92212709834454,8.560858310872648e-07,9.800276501952833e-06,0.011046931564350066
CEP290,-2.7989992737307876,0.00512612527508406,0.016956752255296782,1.0
RARA,-1.348820811789846,0.17739452826856372,0.2922059700175876,1.0
HS3ST2,3.4881981796969033,0.00048628749652777014,0.0023814031334600835,1.0
FXYD7,-4.187501491779541,2.8204216775955106e-05,0.0002059665375921763,0.34417605731698014
TUBB1,-0.8416840904900909,0.3999648058444597,0.5327588491642143,1.0
ALDH16A1,0.8211606713765616,0.41155475500605665,0.5442959694440235,1.0
PQLC1,5.193018291235604,2.0691184705001197e-07,2.7754456295949424e-06,0.0027074415186494065
NHLRC4,1.315949017085583,0.18819115509336581,0.3055755772034003,1.0
