,T,P,FDR,HOLM
PRPF6,0.10427846560683918,0.9169483666902941,0.9484343724168225,1.0
IGFBP4,-0.3405202622049633,0.7334647664876814,0.8174792959087773,1.0
MXI1,-2.6859441760193987,0.0072325171509245775,0.02258244864835947,1.0
ULK2,-1.8206582450053033,0.06865882306101531,0.1385129053134467,1.0
SLC25A24,0.6021556864221869,0.5470705098009601,0.666079578333393,1.0
KCNQ2,2.8597547045828553,0.004239688045467313,0.014450508579271186,1.0
MMRN2,1.2565693742081459,0.20890961035175137,0.33104282348722947,1.0
ATP12A,-1.7394039778033166,0.08196372905258209,0.15961476602553795,1.0
MRPL19,1.385619619590279,0.16586308411237083,0.2777257598749619,1.0
KDM4D,-3.7700417744207844,0.00016322022466348538,0.0009342540632762575,1.0
TMEM79,0.3948106861540537,0.6929826078761175,0.7866860534890437,1.0
OR10A3,-0.027002830555588102,0.9784574763989714,0.9904920014290822,1.0
HSPA12A,5.451991450363282,4.980885134196747e-08,7.662650057374712e-07,0.0006584730147408099
PDE12,-1.1239454115919338,0.2610361846997655,0.39090452063184883,1.0
GABRE,-9.29045491766458,1.5363027738413147e-20,1.6707883551206544e-18,2.1522065558742976e-16
UNC5A,-1.3195774741244854,0.18697612776939576,0.30416160331420056,1.0
SMYD3,4.697421793853315,2.6346601256972555e-06,2.6436355469913273e-05,0.033539223400126064
ACPL2,-3.6457239440765172,0.00026664009478414983,0.001425709214776689,1.0
SYPL2,0.40537740471507566,0.6852001172370722,0.7809867185986558,1.0
KIAA0141,-4.985925404722924,6.166593498145073e-07,7.315605056586679e-06,0.007984505261398241
SYNGR2,3.5125939005373192,0.0004437551674618607,0.0021959434923261418,1.0
PMS2P5,-2.00984722255269,0.04444736107082503,0.0981907203938707,1.0
FGFR1,5.583730689626117,2.3541315538489956e-08,3.9156131656843646e-07,0.00031284054219099305
HVCN1,4.943670515313355,7.666523288673378e-07,8.898957820629246e-06,0.009905914741294871
DNASE1L1,4.471503495695831,7.767159004595003e-06,6.846140524124947e-05,0.09736133812259837
TRPC5,4.463288468346281,8.071127530543418e-06,7.069987672046025e-05,0.10109087232005631
TELO2,-2.057158348287438,0.03967099661344817,0.0895813049226849,1.0
CENPW,-1.8615626790404547,0.06266475798673218,0.12894110732301262,1.0
HGC6.3,0.4939205743146078,0.621362273665863,0.7291051937120476,1.0
NOG,1.3897254390154063,0.16461226689377684,0.2761049032322004,1.0
PCDHB6,-0.2231944862146495,0.8233841430771879,0.8849110615602648,1.0
PDAP1,1.0679470901153647,0.28554437923329423,0.41808475907211207,1.0
RBM26,-2.920656787992685,0.0034929439060787364,0.012404732716438376,1.0
PSMB11,0.5943097441688012,0.5523049625258243,0.6706468305623531,1.0
RCAN3,0.394390157900983,0.6932930090471587,0.7869752358015841,1.0
STAT5A,0.9531225366459043,0.34052798871499745,0.4747445719803406,1.0
MRPS23,0.7951860910261502,0.42650526137991307,0.5579653359294171,1.0
MEIS3P1,8.495041005945252,1.9786304667917052e-17,1.4879722095479322e-15,2.760387364221108e-13
PRKCSH,1.450673523313692,0.14687079144242954,0.253350323256841,1.0
CACNG2,1.9205126478337224,0.05479317711947556,0.11585555104448528,1.0
SLC35A5,-1.129546970541134,0.2586671668662499,0.38821864484799423,1.0
SDHD,2.2474702727632367,0.024609988346577582,0.06125634071195667,1.0
SRCAP,1.3237573294101708,0.18558365177167735,0.3024183573937269,1.0
NPFFR2,5.519825708058857,3.393360681690937e-08,5.433220081284991e-07,0.0004498424370611069
AP3B1,3.2688640781137526,0.0010798015910255209,0.004627534069087243,1.0
ADM,3.4839327274537184,0.0004941036646062979,0.0024121676830814363,1.0
PPP6R2,-1.8476884863992726,0.0646474205259356,0.13211697476086692,1.0
LSM4,1.940205625068954,0.05235470518065646,0.11160899002474685,1.0
C11orf82,-0.023724171674082098,0.981072625222399,0.9917162416942128,1.0
NDUFV2,6.210339399653437,5.287028564469421e-10,1.2541612390011522e-08,7.160222784860937e-06
PAICS,0.23283559450084382,0.815889071991614,0.8798657284376383,1.0
WWOX,0.478105879958167,0.6325748472472441,0.7383260290911862,1.0
PDZK1IP1,1.00850127992314,0.3132138735781551,0.44639291780725376,1.0
ATG2B,0.632756855676681,0.5268924351621713,0.6490248393692435,1.0
SP3,-3.9240450980802,8.707442417831273e-05,0.0005416006199001255,1.0
RMND5B,3.909972388450466,9.230667191629399e-05,0.0005696341019435025,1.0
CEP97,-0.6281138155566967,0.5299293832718843,0.6516605741235019,1.0
PLN,0.10200158727764663,0.9187554151916641,0.9496537549334514,1.0
SGK1,2.1663699922888933,0.030282925109107205,0.07205317993816183,1.0
APPL2,-0.14141233409160067,0.8875442109894552,0.9291597740987981,1.0
CCT6B,2.6789477361941856,0.0073853920344555506,0.022978581114245725,1.0
TBC1D19,3.388632289310139,0.000702421368498228,0.0032411335861057267,1.0
HNRNPD,-0.3223943097895401,0.7471539944305958,0.8281664581152304,1.0
CPSF4,-0.8593798731452645,0.3901309702036063,0.523982449411339,1.0
TEKT4,5.491517909460064,3.984939052416524e-08,6.252948759496651e-07,0.0005275262317588995
KCNA4,-9.637039214588924,5.577342661295249e-22,7.43891231560304e-20,7.826684956595623e-18
SLC16A9,0.9432961987382841,0.3455294196635931,0.47910633723670354,1.0
CXCL5,1.5251779770614797,0.12721471205722096,0.2264185095634726,1.0
MEX3D,-2.067720756878969,0.038666288910409415,0.08771886916164447,1.0
RUNDC3B,-3.8462851558730815,0.00011992218840554684,0.0007159881333098062,1.0
FASTKD3,-3.2474346867959896,0.0011645038783709763,0.0049248447000923914,1.0
PTPRCAP,1.622047581660027,0.10479316049172088,0.19399838981693726,1.0
OVOL2,5.964768851397876,2.4498059183525042e-09,5.034208731637747e-08,3.295233940775953e-05
ACSBG1,1.270590503519801,0.20387436712625984,0.3251410944648688,1.0
C12orf49,5.837693417471928,5.292843462882682e-09,1.0222707770250732e-07,7.096115230686811e-05
LIMK2,-3.8015163121009286,0.00014381326871445402,0.0008374102113199962,1.0
ACTN4,0.7982964075856501,0.4246985022586486,0.5562542803360532,1.0
FAM24B,-3.0182576071301233,0.002542326917179985,0.009518913653360866,1.0
ACOT13,8.08348397034552,6.294223256946054e-16,3.9029705441536545e-14,8.755893972737656e-12
CLSTN2,4.171200583738136,3.0299899744799318e-05,0.00021889626090545365,0.3691133786911453
MAZ,0.6459358903565496,0.5183208750337117,0.6414583798342626,1.0
LRRC59,2.8712083505877377,0.004089059136310833,0.014025016513625074,1.0
C11orf88,2.5748958288765897,0.010027028084951567,0.02950304330177841,1.0
BCL6,2.721904181329743,0.00649069590695113,0.020630723635898175,1.0
ALDH4A1,0.822788489242653,0.4106282836113775,0.5434299984739919,1.0
C2orf73,-5.475561080214496,4.3612749075988726e-08,6.783245835383153e-07,0.0005769966702753309
RBM5,-1.6582064786311508,0.09727579758178695,0.1832247836679062,1.0
MYO19,-3.625860030744763,0.00028800132910860427,0.0015207142028541574,1.0
